metric,median,ci_lower,ci_upper
hybrid_minus_s2cloudless,-0.08889044178768818,-0.1858924253100616,0.011561496607050794
hybrid_minus_cloudscoreplus,-0.19662045302898487,-0.3072447598730345,-0.06512860803889747
s2cloudless_minus_cloudscoreplus,-0.11573111448276635,-0.2044431020191654,0.03842041830811199
