hybrid_minus_s2cloudless,hybrid_minus_cloudscoreplus,s2cloudless_minus_cloudscoreplus
-0.0902398741526661,-0.20360403093365897,-0.11336415678099288
-0.08288794061099991,-0.2532977187257908,-0.1704097781147909
-0.12879323951651883,-0.2349052037998995,-0.10611196428338066
-0.12024750890494951,-0.09773477987186957,0.022512729033079937
-0.1268713809563356,-0.25392134511006215,-0.12704996415372655
-0.06486365148091794,-0.2324487575305615,-0.16758510604964355
-0.12312605720707309,-0.1432839675348727,-0.020157910327799622
-0.09166289869467392,-0.12326223013674875,-0.03159933144207483
-0.07754567000870799,-0.18988821544642687,-0.11234254543771888
-0.11529973251409942,-0.255462643032488,-0.14016291051838858
-0.035309906860253426,-0.21650823907721972,-0.1811983322169663
-0.036229601734560746,-0.21638940829723835,-0.1801598065626776
-0.10190751690866096,-0.08206516438000322,0.019842352528657736
-0.06388819226837655,-0.11822454479771399,-0.05433635252933744
-0.10852016075677229,-0.1010799194530535,0.0074402413037187864
-0.12614946246621905,-0.26586031514383557,-0.13971085267761651
-0.09800240225878298,-0.21486252565310937,-0.11686012339432639
-0.10842633925253004,-0.22604268157962287,-0.11761634232709284
-0.07650263059012025,-0.12770902676769402,-0.051206396177573776
-0.11606098090040362,-0.19825435901227695,-0.08219337811187333
-0.05560782821781163,-0.21729291303434073,-0.1616850848165291
-0.17388854025042497,-0.29891110088626993,-0.125022560635845
-0.03415623327287742,-0.06194469292826987,-0.02778845965539245
-0.209212871564125,-0.17853636475245155,0.030676506811673443
-0.10951486254282766,-0.2175443437245555,-0.10802948118172784
-0.07865273623718827,-0.18785770704414056,-0.1092049708069523
-0.07189575770185469,-0.23239288173814837,-0.16049712403629368
-0.010363607421794374,-0.12103046595063638,-0.110666858528842
-0.11041127448467886,-0.22961911727687223,-0.11920784279219337
-0.06530598975068047,-0.04146232780175052,0.02384366194892995
-0.15261308068039217,-0.16129032176528815,-0.008677241084895981
-0.12768698263959488,-0.0965842942710396,0.031102688368555287
-0.11069546988956253,-0.07548466608880311,0.035210803800759416
-0.0874816533764124,-0.22366078302386805,-0.13617912964745565
-0.07215534664437612,-0.24052272548879422,-0.1683673788444181
-0.05534080335968039,-0.13128481476742798,-0.07594401140774759
0.000786048597979816,-0.06513466237709276,-0.06592071097507257
-0.09764637854353447,-0.1223516525643027,-0.02470527402076822
-0.16425440901714203,-0.21000652952110757,-0.04575212050396554
-0.08744908393467993,-0.07950144883280158,0.007947635101878348
-0.018566176638242837,-0.12962895952406212,-0.11106278288581928
-0.10646650056970466,-0.22745198804221553,-0.12098548747251087
-0.0425736129643986,-0.18022654473110283,-0.13765293176670423
-0.19816094277068297,-0.32149710885453364,-0.12333616608385067
-0.10642439811889426,-0.21726433742038492,-0.11083993930149066
-0.09417610863850823,-0.06222429839887639,0.03195181023963184
-0.14052050507752262,-0.1787734227077062,-0.03825291763018357
-0.15261580721022405,-0.2815902147625487,-0.12897440755232464
-0.0005353859964668528,-0.20498336041725573,-0.20444797442078888
