algorithm,median_pr_diff,ci_lower,ci_upper,wilcoxon_p,pct_commission
cloudscoreplus,-0.15100873046506824,-0.37047229875693577,-0.09191865533559362,0.00115966796875,6.666666666666667
hybrid,0.29109275132466894,0.0,0.48675059394184533,0.002976637011170516,73.33333333333333
s2cloudless,-0.27784247292713304,-0.4232162368818091,-0.20983007970027323,6.103515625e-05,0.0
